DATE   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   
GANDHAR-NAPM_DC_TOTAL   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   30   30   30   30   30   30   30   30   100   100   100   100   100.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   
GANDHAR-RLNG_DC_ONBAR   66   66   66   66   71   71   71   71   71   71   71   71   71   71   76   76   146   146   141   141   141   141   141   141   71   71   66   66   66   126   126   126   121   121   121   121   121   121   121   121   121   121   121   121   121   121   121   121   116   116   116   116   116   116   116   116   116   116   116   116   111   111   111   111   116   116   116   116   116   116   121   121   121   121   121   121   121   121   121   121   121   121   121   121   121   121   121   121   126   126   126   126   126   126   126   126   
GANDHAR-RLNG_DC_RSD   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   214   
GANDHAR-RLNG_DC_TOTAL   280   280   280   280   285   285   285   285   285   285   285   285   285   285   290   290   360   360   355   355   355   355   355   355   285   285   280   280   280   340   340   340   335   335   335   335   335   335   335   335   335   335   335   335   335   335   335   335   330   330   330   330   330   330   330   330   330   330   330   330   325   325   325   325   330   330   330   330   330   330   335   335   335   335   335   335   335   335   335   335   335   335   335   335   335   335   335   335   340   340   340   340   340   340   340   340   
KAPS_DC_ONBAR   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KAPS_DC_RSD   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   
KAPS_DC_TOTAL   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KAWAS-APM_DC_ONBAR   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   
KAWAS-APM_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KAWAS-APM_DC_TOTAL   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   135.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   160.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   165.00   
KAWAS-NAPM_DC_ONBAR   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   
KAWAS-NAPM_DC_RSD   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   
KAWAS-NAPM_DC_TOTAL   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   75.00   
KAWAS-RLNG_DC_ONBAR   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   115.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   85.00   
KAWAS-RLNG_DC_RSD   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   320   
KAWAS-RLNG_DC_TOTAL   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   435.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   405.00   
KAWAS-zLIQ_DC_ONBAR   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   
KAWAS-zLIQ_DC_RSD   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   
KAWAS-zLIQ_DC_TOTAL   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   
KSTPS-I&II_DC_ONBAR   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   
KSTPS-I&II_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KSTPS-I&II_DC_TOTAL   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   1930   
KSTPS7_DC_ONBAR   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   
KSTPS7_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KSTPS7_DC_TOTAL   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   447   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   435   
MOUDA_DC_ONBAR   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   
MOUDA_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
MOUDA_DC_TOTAL   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   850   
MOUDA_II_DC_ONBAR   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   
MOUDA_II_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
MOUDA_II_DC_TOTAL   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   470   
NSPCL_DC_ONBAR   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   
NSPCL_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
